Order ID;Restaurant Name;Location;Order Time;Delivery Time;Delivery Duration (min);Pizza Size;Pizza Type;Toppings Count;Distance (km);Traffic Level;Payment Method;Is Peak Hour;Is Weekend;Delivery Efficiency (min/km);Topping Density;Order Month;Payment Category;Estimated Duration (min);Delay (min);Is Delayed;Pizza Complexity;Traffic Impact;Order Hour;Restaurant Avg Time
ORD508;Domino's;Lexington, KY;5/3/2025 20:15;5/3/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;March;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD509;Papa John's;Stockton, CA;6/3/2025 18:00;6/3/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;March;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD510;Pizza Hut;Corpus Christi, TX;7/3/2025 19:15;7/3/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;March;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD511;Little Caesars;Henderson, NV;8/3/2025 20:30;8/3/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;VERDADERO;5;0,625;March;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD512;Marco's Pizza;Riverside, CA;9/3/2025 18:45;9/3/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;March;Offline;6;14;FALSO;1;1;18;30,28645833
ORD513;Domino's;Newark, NJ;10/3/2025 19:00;10/3/2025 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;March;Online;24;26;VERDADERO;12;3;19;30,25943396
ORD514;Papa John's;St. Paul, MN;11/3/2025 20:00;11/3/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;March;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD515;Pizza Hut;Plano, TX;12/3/2025 18:30;12/3/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;March;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD516;Little Caesars;Lincoln, NE;13/3/2025 19:45;13/3/2025 20:25;40;XL;Cheese Burst;5;7,5;High;Card;VERDADERO;FALSO;5,333333333;0,666666667;March;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD517;Marco's Pizza;Boise, ID;14/3/2025 18:00;14/3/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;March;Online;7,2;12,8;FALSO;4;1;18;30,28645833
ORD518;Domino's;Reno, NV;15/3/2025 19:15;15/3/2025 19:45;30;Large;Deep Dish;4;6;Medium;UPI;VERDADERO;VERDADERO;5;0,666666667;March;Online;14,4;15,6;FALSO;12;2;19;30,25943396
ORD519;Papa John's;Scottsdale, AZ;16/3/2025 20:30;16/3/2025 21:10;40;XL;Cheese Burst;5;8;High;Wallet;VERDADERO;VERDADERO;5;0,625;March;Online;19,2;20,8;VERDADERO;20;3;20;28,18627451
ORD520;Pizza Hut;Irving, TX;17/3/2025 18:45;17/3/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;March;Offline;6;14;FALSO;1;1;18;29,94845361
ORD521;Domino's;Orlando, FL;18/3/2025 19:00;18/3/2025 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;March;Online;24;26;VERDADERO;12;3;19;30,25943396
ORD522;Papa John's;Madison, WI;19/3/2025 20:00;19/3/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;March;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD523;Pizza Hut;Lubbock, TX;20/3/2025 18:30;20/3/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;March;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD524;Little Caesars;Chandler, AZ;21/3/2025 19:45;21/3/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;FALSO;5,333333333;0,666666667;March;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD525;Marco's Pizza;Garland, TX;22/3/2025 18:00;22/3/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;VERDADERO;7,5;0,75;March;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD526;Domino's;Glendale, AZ;23/3/2025 20:15;23/3/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;VERDADERO;5;0,444444444;March;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD527;Papa John's;Akron, OH;24/3/2025 18:00;24/3/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;March;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD528;Pizza Hut;Baton Rouge, LA;25/3/2025 19:15;25/3/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;March;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD529;Little Caesars;Durham, NC;26/3/2025 20:30;26/3/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;March;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD530;Marco's Pizza;Chula Vista, CA;27/3/2025 18:45;27/3/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;March;Offline;6;14;FALSO;1;1;18;30,28645833
ORD531;Domino's;Fort Wayne, IN;28/3/2025 19:00;28/3/2025 19:50;50;Large;Non-Veg;4;10;High;Domino's Cash;VERDADERO;FALSO;5;0,4;March;Offline;24;26;VERDADERO;12;3;19;30,25943396
ORD532;Papa John's;St. Petersburg, FL;29/3/2025 20:00;29/3/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;VERDADERO;6,363636364;0,545454545;March;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD533;Pizza Hut;Jersey City, NJ;30/3/2025 18:30;30/3/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;VERDADERO;10;1;March;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD534;Little Caesars;St. Louis, MO;31/3/2025 19:45;31/3/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;FALSO;5,333333333;0,666666667;March;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD535;Marco's Pizza;Norfolk, VA;1/4/2025 18:00;1/4/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;FALSO;7,5;0,75;April;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD536;Domino's;Laredo, TX;2/4/2025 20:15;2/4/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;April;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD537;Papa John's;Chandler, AZ;3/4/2025 18:00;3/4/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;April;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD538;Pizza Hut;Lubbock, TX;4/4/2025 19:15;4/4/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;April;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD539;Little Caesars;Garland, TX;5/4/2025 20:30;5/4/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;VERDADERO;5;0,625;April;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD540;Marco's Pizza;Glendale, AZ;6/4/2025 18:45;6/4/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;April;Offline;6;14;FALSO;1;1;18;30,28645833
ORD541;Domino's;Akron, OH;7/4/2025 19:00;7/4/2025 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;April;Online;24;26;VERDADERO;12;3;19;30,25943396
ORD542;Papa John's;Baton Rouge, LA;8/4/2025 20:00;8/4/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;April;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD543;Pizza Hut;Durham, NC;9/4/2025 18:30;9/4/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;April;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD544;Domino's;Austin, TX;10/4/2025 19:00;10/4/2025 19:45;45;Large;Thai Chicken;4;7;Medium;Card;VERDADERO;FALSO;6,428571429;0,571428571;April;Online;16,8;28,2;VERDADERO;12;2;19;30,25943396
ORD545;Papa John's;Denver, CO;11/4/2025 20:15;11/4/2025 20:55;40;Medium;Sicilian;3;6,5;High;Wallet;VERDADERO;FALSO;6,153846154;0,461538462;April;Online;15,6;24,4;VERDADERO;6;3;20;28,18627451
ORD546;Pizza Hut;Miami, FL;12/4/2025 18:45;12/4/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;April;Offline;6;14;FALSO;1;1;18;29,94845361
ORD547;Little Caesars;Seattle, WA;13/4/2025 19:30;13/4/2025 20:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;VERDADERO;5;0,625;April;Online;19,2;20,8;VERDADERO;20;3;19;28,84422111
ORD548;Marco's Pizza;Portland, OR;14/4/2025 18:00;14/4/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;FALSO;7,5;0,75;April;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD549;Domino's;Chicago, IL;15/4/2025 20:15;15/4/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;April;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD550;Papa John's;Boston, MA;16/4/2025 18:00;16/4/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;April;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD551;Pizza Hut;Atlanta, GA;17/4/2025 19:15;17/4/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;April;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD552;Little Caesars;Phoenix, AZ;18/4/2025 20:30;18/4/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;April;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD553;Marco's Pizza;San Diego, CA;19/4/2025 18:45;19/4/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;April;Offline;6;14;FALSO;1;1;18;30,28645833
ORD554;Domino's;Columbus, OH;20/4/2025 19:00;20/4/2025 19:50;50;Large;Non-Veg;4;10;High;Domino's Cash;VERDADERO;VERDADERO;5;0,4;April;Offline;24;26;VERDADERO;12;3;19;30,25943396
ORD555;Papa John's;Charlotte, NC;21/4/2025 20:00;21/4/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;April;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD556;Pizza Hut;Nashville, TN;22/4/2025 18:30;22/4/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;April;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD557;Little Caesars;Oklahoma City, OK;23/4/2025 19:45;23/4/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;FALSO;5,333333333;0,666666667;April;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD558;Marco's Pizza;Las Vegas, NV;24/4/2025 18:00;24/4/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;FALSO;7,5;0,75;April;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD559;Domino's;Indianapolis, IN;25/4/2025 20:15;25/4/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;April;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD560;Papa John's;San Jose, CA;26/4/2025 18:00;26/4/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;VERDADERO;6,666666667;0,666666667;April;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD561;Pizza Hut;Jacksonville, FL;27/4/2025 19:15;27/4/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;VERDADERO;5;0,666666667;April;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD562;Little Caesars;Fort Worth, TX;28/4/2025 20:30;28/4/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;April;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD563;Marco's Pizza;Memphis, TN;29/4/2025 18:45;29/4/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;April;Offline;6;14;FALSO;1;1;18;30,28645833
ORD564;Domino's;Baltimore, MD;30/4/2025 19:00;30/4/2025 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;April;Online;24;26;VERDADERO;12;3;19;30,25943396
ORD565;Papa John's;Milwaukee, WI;1/5/2025 20:00;1/5/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;May;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD566;Pizza Hut;Albuquerque, NM;2/5/2025 18:30;2/5/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;May;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD567;Little Caesars;Tucson, AZ;3/5/2025 19:45;3/5/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;VERDADERO;5,333333333;0,666666667;May;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD568;Marco's Pizza;Fresno, CA;4/5/2025 18:00;4/5/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;VERDADERO;7,5;0,75;May;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD569;Domino's;Sacramento, CA;5/5/2025 20:15;5/5/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;May;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD570;Papa John's;Milwaukee, WI;1/5/2025 20:00;1/5/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;May;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD571;Domino's;New York, NY;7/5/2025 19:00;7/5/2025 19:45;45;Large;Thai Chicken;4;7;Medium;Card;VERDADERO;FALSO;6,428571429;0,571428571;May;Online;16,8;28,2;VERDADERO;12;2;19;30,25943396
ORD572;Papa John's;Los Angeles, CA;8/5/2025 20:15;8/5/2025 20:55;40;Medium;Sicilian;3;6,5;High;Wallet;VERDADERO;FALSO;6,153846154;0,461538462;May;Online;15,6;24,4;VERDADERO;6;3;20;28,18627451
ORD573;Pizza Hut;Chicago, IL;9/5/2025 18:45;9/5/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;May;Offline;6;14;FALSO;1;1;18;29,94845361
ORD574;Little Caesars;Houston, TX;10/5/2025 19:30;10/5/2025 20:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;VERDADERO;5;0,625;May;Online;19,2;20,8;VERDADERO;20;3;19;28,84422111
ORD575;Marco's Pizza;Phoenix, AZ;11/5/2025 18:00;11/5/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;VERDADERO;7,5;0,75;May;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD576;Domino's;Philadelphia, PA;12/5/2025 20:15;12/5/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;May;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD577;Papa John's;San Antonio, TX;13/5/2025 18:00;13/5/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;May;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD578;Pizza Hut;San Diego, CA;14/5/2025 19:15;14/5/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;May;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD579;Little Caesars;Dallas, TX;15/5/2025 20:30;15/5/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;May;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD580;Marco's Pizza;San Jose, CA;16/5/2025 18:45;16/5/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;May;Offline;6;14;FALSO;1;1;18;30,28645833
ORD581;Domino's;Austin, TX;17/5/2025 19:00;17/5/2025 19:50;50;Large;Non-Veg;4;10;High;Domino's Cash;VERDADERO;VERDADERO;5;0,4;May;Offline;24;26;VERDADERO;12;3;19;30,25943396
ORD582;Papa John's;Jacksonville, FL;18/5/2025 20:00;18/5/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;VERDADERO;6,363636364;0,545454545;May;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD583;Pizza Hut;Fort Worth, TX;19/5/2025 18:30;19/5/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;May;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD584;Little Caesars;Columbus, OH;20/5/2025 19:45;20/5/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;FALSO;5,333333333;0,666666667;May;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD585;Marco's Pizza;Charlotte, NC;21/5/2025 18:00;21/5/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;FALSO;7,5;0,75;May;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD586;Domino's;San Francisco, CA;22/5/2025 20:15;22/5/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;May;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD587;Papa John's;Indianapolis, IN;23/5/2025 18:00;23/5/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;May;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD588;Pizza Hut;Seattle, WA;24/5/2025 19:15;24/5/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;VERDADERO;5;0,666666667;May;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD589;Little Caesars;Denver, CO;25/5/2025 20:30;25/5/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;VERDADERO;5;0,625;May;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD590;Marco's Pizza;Washington, DC;26/5/2025 18:45;26/5/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;May;Offline;6;14;FALSO;1;1;18;30,28645833
ORD591;Domino's;Boston, MA;27/5/2025 19:00;27/5/2025 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;May;Online;24;26;VERDADERO;12;3;19;30,25943396
ORD592;Papa John's;El Paso, TX;28/5/2025 20:00;28/5/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;May;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD593;Pizza Hut;Detroit, MI;29/5/2025 18:30;29/5/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;May;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD594;Little Caesars;Nashville, TN;30/5/2025 19:45;30/5/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;FALSO;5,333333333;0,666666667;May;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD595;Marco's Pizza;Memphis, TN;31/5/2025 18:00;31/5/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;VERDADERO;7,5;0,75;May;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD596;Domino's;Portland, OR;1/6/2025 20:15;1/6/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;VERDADERO;5;0,444444444;June;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD597;Papa John's;Oklahoma City, OK;2/6/2025 18:00;2/6/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;June;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD598;Pizza Hut;Las Vegas, NV;3/6/2025 19:15;3/6/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;June;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD599;Little Caesars;Atlanta, GA;4/6/2025 20:30;4/6/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;June;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD600;Marco's Pizza;Miami, FL;5/6/2025 18:45;5/6/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;June;Offline;6;14;FALSO;1;1;18;30,28645833
ORD601;Domino's;New York, NY;6/6/2025 19:00;6/6/2025 19:45;45;Large;Thai Chicken;4;7;Medium;Card;VERDADERO;FALSO;6,428571429;0,571428571;June;Online;16,8;28,2;VERDADERO;12;2;19;30,25943396
ORD602;Papa John's;Los Angeles, CA;7/6/2025 20:15;7/6/2025 20:55;40;Medium;Sicilian;3;6,5;High;Wallet;VERDADERO;VERDADERO;6,153846154;0,461538462;June;Online;15,6;24,4;VERDADERO;6;3;20;28,18627451
ORD603;Pizza Hut;Chicago, IL;8/6/2025 18:45;8/6/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;June;Offline;6;14;FALSO;1;1;18;29,94845361
ORD604;Little Caesars;Houston, TX;9/6/2025 19:30;9/6/2025 20:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;June;Online;19,2;20,8;VERDADERO;20;3;19;28,84422111
ORD605;Marco's Pizza;Phoenix, AZ;10/6/2025 18:00;10/6/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;FALSO;7,5;0,75;June;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD606;Domino's;Philadelphia, PA;11/6/2025 20:15;11/6/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;FALSO;5;0,444444444;June;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD607;Papa John's;San Antonio, TX;12/6/2025 18:00;12/6/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;FALSO;6,666666667;0,666666667;June;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD608;Pizza Hut;San Diego, CA;13/6/2025 19:15;13/6/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;June;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD609;Little Caesars;Dallas, TX;14/6/2025 20:30;14/6/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;VERDADERO;5;0,625;June;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD610;Marco's Pizza;San Jose, CA;15/6/2025 18:45;15/6/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;VERDADERO;8;0,4;June;Offline;6;14;FALSO;1;1;18;30,28645833
ORD611;Domino's;Austin, TX;16/6/2025 19:00;16/6/2025 19:50;50;Large;Non-Veg;4;10;High;Domino's Cash;VERDADERO;FALSO;5;0,4;June;Offline;24;26;VERDADERO;12;3;19;30,25943396
ORD612;Papa John's;Jacksonville, FL;17/6/2025 20:00;17/6/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;June;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD613;Pizza Hut;Fort Worth, TX;18/6/2025 18:30;18/6/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;FALSO;10;1;June;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD614;Little Caesars;Columbus, OH;19/6/2025 19:45;19/6/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;FALSO;5,333333333;0,666666667;June;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD615;Marco's Pizza;Charlotte, NC;20/6/2025 18:00;20/6/2025 18:30;30;Medium;Non-Veg;3;4;Medium;UPI;VERDADERO;FALSO;7,5;0,75;June;Online;9,6;20,4;FALSO;6;2;18;30,28645833
ORD616;Domino's;San Francisco, CA;21/6/2025 20:15;21/6/2025 21:00;45;Large;Veg;4;9;High;Cash;VERDADERO;VERDADERO;5;0,444444444;June;Offline;21,6;23,4;VERDADERO;12;3;20;30,25943396
ORD617;Papa John's;Indianapolis, IN;22/6/2025 18:00;22/6/2025 18:20;20;Medium;Veg;2;3;Low;Card;VERDADERO;VERDADERO;6,666666667;0,666666667;June;Online;7,2;12,8;FALSO;4;1;18;28,18627451
ORD618;Pizza Hut;Seattle, WA;23/6/2025 19:15;23/6/2025 19:45;30;Large;Non-Veg;4;6;Medium;Wallet;VERDADERO;FALSO;5;0,666666667;June;Online;14,4;15,6;FALSO;12;2;19;29,94845361
ORD619;Little Caesars;Denver, CO;24/6/2025 20:30;24/6/2025 21:10;40;XL;Cheese Burst;5;8;High;Card;VERDADERO;FALSO;5;0,625;June;Online;19,2;20,8;VERDADERO;20;3;20;28,84422111
ORD620;Marco's Pizza;Washington, DC;25/6/2025 18:45;25/6/2025 19:05;20;Small;Vegan;1;2,5;Low;Cash;VERDADERO;FALSO;8;0,4;June;Offline;6;14;FALSO;1;1;18;30,28645833
ORD621;Domino's;Boston, MA;26/6/2025 19:00;26/6/2025 19:50;50;Large;Non-Veg;4;10;High;Card;VERDADERO;FALSO;5;0,4;June;Online;24;26;VERDADERO;12;3;19;30,25943396
ORD622;Papa John's;El Paso, TX;27/6/2025 20:00;27/6/2025 20:35;35;Medium;Gluten-Free;3;5,5;Medium;Wallet;VERDADERO;FALSO;6,363636364;0,545454545;June;Online;13,2;21,8;VERDADERO;6;2;20;28,18627451
ORD623;Pizza Hut;Detroit, MI;28/6/2025 18:30;28/6/2025 18:50;20;Small;Vegan;2;2;Low;UPI;VERDADERO;VERDADERO;10;1;June;Online;4,8;15,2;FALSO;2;1;18;29,94845361
ORD624;Little Caesars;Nashville, TN;29/6/2025 19:45;29/6/2025 20:25;40;XL;Stuffed Crust;5;7,5;High;Card;VERDADERO;VERDADERO;5,333333333;0,666666667;June;Online;18;22;VERDADERO;20;3;19;28,84422111
ORD625;Domino's;Austin, TX;15/6/2025 19:20;15/6/2025 19:55;35;Large;Cheese Burst;4;5,4;Medium;Card;VERDADERO;VERDADERO;6,481481481;0,740740741;June;Online;12,96;22,04;VERDADERO;12;2;19;30,25943396
